150800,50,Tursi
140850,50,Tursi
137850,50,Tursi
136450,50,Tursi
135200,50,Tursi
114700,50,Tursi
102850,50,Tursi
102250,50,Tursi
78600,40,Tursi
32900,50,Tursi
